temperature_2m,relative_humidity_2m,cloud_cover_high,cloud_cover_mid,cloud_cover_low,surface_pressure,wind_gusts_10m,wind_direction_10m,wind_speed_100m,soil_moisture_100_to_255cm,target
29.0,76,92,24,0,1007.8,18.7,228,10.2,0.338,0
30.1,72,49,29,1,1008.0,20.9,229,10.6,0.338,0
30.8,69,9,99,12,1007.5,30.6,230,15.4,0.338,0
29.6,74,53,58,19,1007.4,36.4,242,16.8,0.338,1
30.1,72,46,9,8,1006.6,28.4,248,12.6,0.338,0
31.0,69,93,16,11,1005.7,27.0,218,9.7,0.338,0
29.8,74,99,31,37,1004.8,31.0,215,16.6,0.338,1
29.5,76,100,16,10,1004.4,27.7,207,15.0,0.338,0
29.1,79,100,40,3,1004.4,29.9,208,10.1,0.338,1
28.6,82,100,8,9,1004.8,17.6,187,9.3,0.338,0
28.0,84,94,6,0,1005.7,14.0,163,11.7,0.338,0
27.6,90,69,7,3,1006.3,12.6,212,13.2,0.338,0
27.3,91,90,17,0,1007.3,10.1,245,10.1,0.338,0
27.2,92,99,31,0,1007.8,5.4,291,8.3,0.338,0
27.2,90,96,34,0,1008.3,2.9,252,9.3,0.338,0
26.9,89,100,20,0,1007.9,7.6,241,11.0,0.338,0
26.3,89,100,27,0,1006.8,7.9,197,6.7,0.338,0
26.1,89,22,82,0,1006.2,9.0,216,11.0,0.338,0
26.1,90,40,100,0,1005.9,9.7,212,10.5,0.338,0
26.2,90,13,74,0,1006.2,6.5,259,10.3,0.338,0
25.9,90,85,18,1,1006.9,8.6,230,12.2,0.338,0
26.0,89,58,90,0,1007.0,9.0,203,13.6,0.338,0
27.1,87,63,53,7,1007.5,10.4,252,12.5,0.338,0
28.6,85,35,51,5,1007.8,14.4,183,14.0,0.338,0
29.4,77,93,24,1,1008.5,20.2,204,11.9,0.338,1
29.5,76,100,22,4,1008.9,26.3,189,15.4,0.338,1
28.5,83,100,90,18,1009.1,26.6,180,8.5,0.338,1
28.2,84,100,3,6,1008.2,15.5,158,9.1,0.338,1
29.4,78,100,7,14,1006.8,23.4,177,14.1,0.338,1
29.8,77,100,6,7,1006.4,31.3,202,17.3,0.338,1
28.9,79,100,11,25,1005.2,32.8,198,21.8,0.338,1
27.1,88,100,19,63,1005.1,34.9,212,15.1,0.338,1
27.6,89,100,5,0,1004.2,22.3,204,14.2,0.338,0
28.0,89,100,5,0,1005.0,17.6,187,11.5,0.338,0
27.7,90,100,6,0,1005.5,11.2,220,11.3,0.338,0
26.5,97,99,18,8,1007.3,7.2,209,9.6,0.338,1
26.5,97,100,9,0,1008.4,5.8,326,5.4,0.338,0
26.2,96,100,41,3,1009.1,2.5,228,8.6,0.338,0
26.1,95,100,100,0,1009.3,6.5,273,10.7,0.338,0
26.0,94,100,79,0,1009.2,10.4,297,13.0,0.338,0
25.6,93,100,100,0,1008.3,14.8,290,18.5,0.338,0
25.6,90,100,100,0,1007.6,17.6,290,18.5,0.338,0
25.3,92,100,28,0,1007.2,15.5,307,14.2,0.338,1
25.1,94,100,98,0,1007.0,10.1,272,12.2,0.338,0
25.0,95,100,79,0,1007.0,8.3,171,4.5,0.338,0
25.0,94,95,75,0,1006.8,2.9,320,6.2,0.338,0
25.8,93,45,2,0,1007.4,5.8,342,3.4,0.338,0
27.8,89,100,10,1,1008.0,9.7,209,3.8,0.338,0
29.2,78,100,60,10,1008.4,17.6,252,9.9,0.338,0
29.8,75,100,21,13,1008.3,20.5,242,10.9,0.338,0
30.5,73,97,100,23,1008.3,31.7,217,12.9,0.338,0
28.9,77,100,87,59,1008.2,28.1,222,15.1,0.338,1
29.5,77,100,43,19,1007.0,25.6,226,12.2,0.338,1
29.4,76,100,39,16,1006.0,29.9,226,15.8,0.338,0
29.8,75,100,4,3,1005.1,30.6,214,12.4,0.338,0
29.9,75,100,19,12,1004.4,27.4,209,9.3,0.338,0
29.8,76,100,6,5,1003.8,15.8,185,6.6,0.338,0
29.7,81,100,0,4,1004.3,10.4,124,2.8,0.338,0
28.9,84,100,1,0,1004.6,4.0,210,7.0,0.338,0
28.3,84,100,100,0,1005.9,9.0,222,10.8,0.338,0
28.0,86,100,100,0,1006.8,9.4,234,10.4,0.338,0
27.9,83,100,100,0,1007.4,11.9,239,15.3,0.338,0
27.4,81,100,60,0,1007.6,12.6,248,15.1,0.338,0
26.8,83,100,25,0,1007.4,11.9,256,15.4,0.338,0
26.4,84,100,43,0,1006.9,11.9,267,16.2,0.338,0
26.3,84,100,99,0,1006.1,12.6,262,15.8,0.338,0
26.1,84,100,31,0,1005.3,14.0,264,16.9,0.338,0
25.8,85,100,12,0,1005.2,14.8,259,17.0,0.338,0
25.4,86,97,11,0,1005.3,13.7,262,15.2,0.338,0
25.2,87,95,9,0,1005.8,11.9,260,15.8,0.338,0
26.1,86,96,85,0,1005.9,12.2,278,13.5,0.338,0
28.6,77,100,14,0,1006.2,14.8,254,14.2,0.338,0
29.9,71,99,20,0,1006.4,22.0,262,13.3,0.338,0
30.8,68,99,8,0,1006.4,25.9,261,14.5,0.338,0
31.2,66,100,11,2,1005.9,33.5,263,13.8,0.338,0
31.9,65,100,12,6,1005.6,34.6,260,15.1,0.338,0
30.5,73,100,19,15,1005.1,41.0,268,18.8,0.338,1
31.6,63,100,24,15,1003.2,29.5,264,19.3,0.338,0
31.2,67,100,14,8,1002.5,31.3,230,15.0,0.338,0
30.4,73,100,21,18,1001.8,30.6,195,10.3,0.338,1
29.5,78,100,10,0,1001.4,16.9,177,9.5,0.338,0
29.4,79,100,2,12,1001.4,13.7,172,10.5,0.338,0
28.9,83,100,9,13,1002.2,10.4,186,13.8,0.338,0
27.1,83,100,53,9,1003.1,23.4,214,22.6,0.338,0
27.5,84,100,22,9,1003.7,20.5,226,16.9,0.338,0
27.5,82,100,19,1,1004.4,17.6,254,20.6,0.338,0
26.9,83,100,17,1,1004.9,20.5,255,20.0,0.338,0
26.2,85,100,31,0,1005.0,17.6,254,15.2,0.338,0
26.0,86,100,8,0,1004.1,11.5,250,14.5,0.338,0
25.9,85,100,33,0,1003.7,10.8,262,15.6,0.338,0
25.9,84,100,21,0,1002.8,16.2,257,18.8,0.338,0
25.6,85,100,91,0,1002.7,16.6,267,16.7,0.338,0
25.5,87,100,88,1,1002.8,12.6,258,12.7,0.338,0
25.3,87,100,79,0,1003.1,9.0,241,11.8,0.338,1
25.6,86,100,90,0,1003.7,12.2,230,11.2,0.338,1
27.4,86,100,35,6,1004.0,14.4,245,16.9,0.338,0
29.0,78,100,90,0,1004.6,16.2,252,9.8,0.338,0
29.5,73,100,71,13,1004.5,22.7,258,14.6,0.338,0
30.9,66,100,100,12,1004.5,29.9,263,18.0,0.338,0
30.9,64,100,100,15,1004.0,38.5,269,20.2,0.338,0
30.6,65,100,100,3,1003.0,38.5,281,21.9,0.338,0
30.6,65,100,98,1,1002.4,34.6,277,20.2,0.338,0
30.1,68,100,80,21,1002.1,31.0,265,19.3,0.338,0
30.0,69,100,80,11,1001.5,37.8,254,20.4,0.338,0
30.0,70,100,79,11,1001.4,35.6,255,17.2,0.338,0
29.0,75,100,45,0,1001.6,23.8,227,15.2,0.338,0
28.0,80,100,80,0,1002.3,17.6,245,16.2,0.338,0
28.0,76,100,2,0,1002.8,15.8,253,19.4,0.338,0
27.5,80,100,28,0,1003.4,17.3,238,19.9,0.338,0
27.1,82,100,12,0,1004.2,18.0,247,17.8,0.338,0
26.9,83,100,100,0,1004.9,15.1,245,16.7,0.338,0
26.9,82,100,100,1,1004.6,16.6,246,18.6,0.338,0
26.9,81,100,100,1,1004.4,16.6,257,16.7,0.338,0
26.9,81,100,100,1,1004.0,14.8,243,17.7,0.338,0
26.8,83,100,100,1,1003.6,16.6,235,17.4,0.338,0
26.6,84,100,98,0,1003.4,14.8,235,16.2,0.338,0
26.5,84,100,90,0,1003.8,15.5,232,17.6,0.338,0
26.5,84,100,100,0,1004.1,15.8,235,17.0,0.338,0
27.0,82,100,63,0,1004.7,14.8,230,16.2,0.338,0
27.6,82,100,100,7,1004.9,14.0,200,9.9,0.338,0
28.9,77,100,96,11,1005.3,9.7,213,6.7,0.338,0
30.1,69,100,22,18,1005.3,21.2,239,12.7,0.338,0
31.0,65,100,20,17,1005.2,23.8,258,12.2,0.338,0
32.2,63,100,10,11,1004.6,30.6,239,10.9,0.338,0
32.0,66,100,29,20,1004.0,34.6,224,13.9,0.338,0
32.0,65,100,15,11,1003.1,34.9,205,14.2,0.338,0
31.0,66,99,45,21,1002.6,34.9,206,15.1,0.338,1
30.3,75,99,55,4,1002.1,33.1,185,13.4,0.338,1
31.0,74,59,74,5,1001.7,23.0,177,13.2,0.338,0
30.0,75,100,43,21,1002.5,27.4,225,7.4,0.338,1
27.0,95,100,76,16,1003.7,19.4,8,5.4,0.338,1
27.2,80,100,100,0,1005.3,23.8,250,14.3,0.338,0
26.9,83,100,100,0,1006.0,14.4,197,11.5,0.338,1
26.9,83,100,55,0,1006.6,10.8,249,11.9,0.338,1
26.7,81,100,66,0,1007.0,16.2,239,11.5,0.338,1
26.8,82,100,19,2,1007.0,6.1,214,9.1,0.338,0
26.4,85,97,10,7,1006.9,7.6,170,12.6,0.338,0
26.5,88,95,100,4,1005.9,9.0,138,11.8,0.338,0
26.5,90,81,79,3,1005.7,9.7,196,13.0,0.338,0
26.5,89,95,71,1,1005.6,8.6,220,13.5,0.338,0
26.1,90,95,14,0,1005.8,8.6,231,11.2,0.338,0
25.9,91,91,18,0,1006.0,5.8,247,11.8,0.338,0
27.2,86,98,3,0,1006.4,11.9,233,14.6,0.338,0
28.9,82,89,19,13,1006.4,10.4,236,6.4,0.338,0
30.1,70,100,100,11,1007.2,20.5,215,9.1,0.338,0
30.8,69,99,98,14,1007.3,23.4,213,9.1,0.338,0
31.2,68,99,45,6,1007.3,24.5,203,9.9,0.338,0
31.5,69,99,10,3,1006.7,24.8,196,8.7,0.338,0
32.0,68,96,8,4,1005.6,25.2,197,7.4,0.338,0
32.0,69,95,9,88,1004.5,26.3,207,8.4,0.338,0
30.5,74,99,36,0,1003.6,27.0,232,3.2,0.338,1
30.8,73,100,20,14,1003.4,15.5,178,6.3,0.338,0
28.0,82,100,9,40,1004.0,21.6,238,13.7,0.338,1
27.5,87,100,2,17,1004.3,22.7,193,13.0,0.338,1
27.2,91,100,10,1,1004.7,20.5,175,12.6,0.338,0
28.0,90,100,29,0,1005.5,6.5,211,9.8,0.338,0
27.9,91,100,33,1,1006.5,8.3,208,9.9,0.338,0
28.1,91,100,93,1,1007.4,5.4,184,8.9,0.338,0
28.1,90,100,31,2,1007.5,5.0,212,8.8,0.338,0
28.0,91,100,20,0,1007.4,5.0,234,8.8,0.338,0
27.8,91,100,23,1,1006.7,5.0,241,8.9,0.338,0
27.5,92,100,19,3,1006.7,4.7,259,8.8,0.338,0
27.2,91,100,9,0,1006.4,7.6,257,11.0,0.338,0
26.6,89,100,17,0,1006.4,11.2,266,12.3,0.338,0
26.0,91,100,7,0,1006.2,11.2,270,12.8,0.338,0
25.6,92,98,1,0,1006.3,13.3,273,14.0,0.338,0
26.2,90,75,10,0,1006.7,11.9,234,9.8,0.338,0
27.8,86,55,22,0,1006.9,9.4,222,5.7,0.338,0
29.4,74,47,49,0,1007.5,18.7,239,10.5,0.338,0
29.9,72,94,10,0,1007.4,21.2,257,9.0,0.338,0
31.0,69,99,42,0,1007.5,22.0,236,10.0,0.338,0
31.2,69,100,37,4,1007.1,25.9,228,10.2,0.338,0
31.3,71,99,8,7,1005.8,24.8,197,10.1,0.338,0
31.5,70,100,7,8,1004.8,27.0,189,12.0,0.338,0
30.9,71,98,12,11,1003.8,25.2,195,12.7,0.338,0
31.0,69,100,8,6,1003.4,25.9,198,14.5,0.338,0
29.4,77,100,40,26,1003.5,32.0,228,18.8,0.338,0
28.8,80,100,6,2,1003.8,28.4,214,13.2,0.338,0
28.0,85,100,27,6,1004.9,18.7,207,14.3,0.338,0
27.4,90,100,0,0,1005.4,15.1,206,15.3,0.338,0
27.3,91,100,0,0,1005.8,16.2,208,17.2,0.338,0
27.5,91,100,7,5,1006.6,16.2,210,16.1,0.338,0
27.6,90,100,3,0,1007.1,13.3,219,15.0,0.338,0
27.5,90,100,7,0,1006.9,11.5,215,13.3,0.338,0
27.5,90,100,21,0,1006.5,10.1,233,13.6,0.338,0
27.2,92,100,12,0,1005.6,11.2,220,14.0,0.338,0
27.0,92,100,3,0,1004.8,11.2,213,13.0,0.338,0
26.9,90,100,10,1,1004.9,9.7,224,13.1,0.338,0
26.8,89,100,5,2,1004.9,14.0,242,16.7,0.338,0
26.4,90,99,11,0,1005.2,14.4,251,11.9,0.338,0
27.3,88,96,14,0,1005.8,9.7,302,9.0,0.338,0
28.5,85,100,35,0,1006.2,8.6,242,6.9,0.338,0
29.7,77,99,6,1,1006.3,11.9,215,5.2,0.338,0
30.8,72,100,8,15,1006.2,21.6,209,8.6,0.338,0
31.2,70,100,6,18,1005.9,23.4,193,9.7,0.338,1
31.2,70,100,11,11,1005.6,27.4,190,12.7,0.338,0
31.5,69,100,6,12,1004.8,27.4,191,10.6,0.338,0
30.6,71,100,32,36,1003.6,26.3,195,13.1,0.338,1
30.9,70,100,25,21,1002.5,26.6,189,13.9,0.338,1
30.4,74,100,16,7,1002.0,26.3,194,8.2,0.338,0
30.0,74,100,9,8,1002.2,25.6,176,16.8,0.338,0
26.9,87,100,32,43,1004.0,28.1,210,21.0,0.338,1
27.1,92,100,8,26,1003.9,23.0,212,15.0,0.338,1
29.2,82,100,31,1,1004.5,24.1,180,23.2,0.338,0
29.0,86,100,3,4,1005.3,25.9,188,23.6,0.338,0
28.5,87,100,10,11,1005.9,25.6,189,19.3,0.338,0
28.2,88,89,4,3,1006.0,20.9,194,14.9,0.338,0
28.0,89,100,6,6,1005.9,13.0,196,14.5,0.338,0
27.8,91,100,2,0,1005.0,11.2,225,12.6,0.338,0
27.5,92,100,2,2,1005.0,9.4,249,11.7,0.338,0
27.0,92,100,17,7,1004.9,10.4,252,12.9,0.338,0
26.8,90,100,16,2,1004.6,11.2,239,13.0,0.338,0
26.5,90,100,21,2,1004.9,9.7,253,9.7,0.338,0
26.3,90,100,100,1,1005.5,5.4,247,8.3,0.338,0
26.7,86,100,8,3,1006.2,13.3,238,14.3,0.338,0
28.0,80,100,19,6,1007.1,8.3,261,3.6,0.338,0
29.0,74,100,3,0,1007.1,9.7,204,2.7,0.338,0
29.7,72,100,17,21,1007.3,15.8,178,7.6,0.338,0
30.0,72,100,6,37,1007.0,24.1,171,12.6,0.338,1
30.3,71,100,13,35,1006.5,26.3,178,13.3,0.338,1
30.7,73,100,3,12,1005.7,26.3,179,11.2,0.338,1
30.7,69,100,5,35,1004.4,26.6,177,13.5,0.338,1
30.1,71,100,5,32,1003.5,29.2,187,16.1,0.338,0
29.3,78,100,9,6,1003.4,27.7,196,15.3,0.338,0
29.4,77,100,10,3,1004.1,25.2,185,11.1,0.338,0
28.5,80,100,7,13,1003.9,28.1,193,21.6,0.338,0
27.8,84,100,17,25,1005.3,27.0,207,15.3,0.338,0
27.8,85,100,38,9,1005.6,23.8,188,19.2,0.338,0
25.3,93,100,24,92,1006.7,24.5,234,21.7,0.338,1
25.8,93,100,7,14,1006.9,24.1,217,16.1,0.338,1
25.8,94,99,45,21,1007.7,16.2,282,10.8,0.338,1
25.8,96,100,2,17,1006.9,7.6,328,6.2,0.338,1
25.8,95,100,25,2,1006.6,4.0,166,7.3,0.338,0
25.9,95,100,39,6,1006.3,3.6,323,6.8,0.338,0
25.9,95,99,91,11,1006.6,2.5,76,5.2,0.338,0
25.9,97,100,100,5,1006.2,5.4,360,3.6,0.338,0
25.9,93,100,45,19,1006.9,4.3,56,3.0,0.338,1
25.6,94,100,24,7,1006.3,4.0,85,3.3,0.338,0
26.1,94,100,8,5,1006.5,7.2,111,5.8,0.338,0
27.7,86,100,24,13,1007.5,16.6,156,11.8,0.338,1
28.5,81,100,26,9,1008.1,19.4,179,10.6,0.338,1
29.0,77,100,13,16,1007.9,21.2,181,12.2,0.338,1
30.0,74,100,10,11,1007.7,24.8,189,11.5,0.338,1
30.8,72,100,7,3,1007.2,24.5,200,9.5,0.338,0
30.5,72,100,8,11,1006.3,21.6,187,10.3,0.338,0
30.8,71,100,17,4,1005.7,23.8,194,10.0,0.338,0
30.1,74,100,24,3,1005.0,25.2,250,8.5,0.338,0
28.1,80,100,99,14,1005.1,28.1,252,15.5,0.338,1
27.5,85,100,4,4,1004.9,23.4,212,9.8,0.338,1
27.6,85,100,11,4,1005.3,14.0,217,7.1,0.338,0
27.2,88,100,22,0,1005.7,11.2,202,7.8,0.338,0
27.1,90,100,99,3,1007.0,8.6,194,4.5,0.338,0
27.1,88,100,11,0,1007.7,9.7,199,10.8,0.338,0
26.9,88,98,28,0,1008.0,16.2,220,15.6,0.338,0
26.9,90,99,99,0,1007.5,14.8,233,7.1,0.338,0
26.7,90,91,91,0,1007.6,11.2,201,12.9,0.338,0
26.6,90,30,53,0,1006.8,10.8,223,12.1,0.338,0
26.5,90,79,59,0,1006.2,9.0,239,12.1,0.338,0
26.5,90,99,99,2,1006.4,9.7,221,11.4,0.338,0
26.5,89,100,98,16,1006.6,12.6,224,15.0,0.338,0
26.5,89,99,18,9,1006.6,13.0,222,13.5,0.338,0
26.4,89,93,87,0,1006.2,9.7,191,7.2,0.338,0
27.0,88,87,99,10,1007.1,10.1,252,12.1,0.338,0
27.5,86,70,28,22,1007.8,22.3,188,12.4,0.338,0
27.8,78,100,54,28,1008.0,36.4,235,18.7,0.338,1
28.4,81,100,29,5,1007.9,27.7,219,11.3,0.338,1
29.9,75,97,22,10,1007.4,34.6,222,11.0,0.338,1
29.8,75,95,19,15,1006.4,34.6,227,11.9,0.338,0
29.5,75,100,22,8,1005.8,25.2,214,14.5,0.338,1
30.1,73,98,19,23,1004.9,33.5,217,13.1,0.338,0
30.0,74,94,12,87,1003.7,33.8,206,13.0,0.338,0
30.0,73,99,30,13,1002.7,31.3,217,12.9,0.338,0
29.8,72,91,53,37,1003.1,30.2,211,14.1,0.338,1
28.9,77,99,96,9,1003.6,21.2,208,14.1,0.338,0
28.3,78,82,74,10,1004.1,14.4,203,14.7,0.338,0
28.0,84,98,8,0,1004.0,11.9,200,13.7,0.338,0
28.0,81,92,2,6,1004.7,15.8,233,19.8,0.338,0
27.5,78,82,18,8,1005.2,19.8,251,21.9,0.338,0
27.1,80,74,7,4,1005.4,20.2,249,20.4,0.338,0
26.8,83,97,54,3,1005.0,17.6,242,18.9,0.338,0
26.9,85,100,100,1,1004.4,16.6,236,18.6,0.338,0
26.7,86,93,12,0,1003.7,18.4,243,18.7,0.338,0
26.4,88,80,13,0,1003.4,18.0,243,15.7,0.338,0
26.2,88,82,30,0,1003.5,13.3,239,16.0,0.338,0
26.2,88,74,31,1,1003.4,13.7,238,16.3,0.338,0
26.0,89,0,2,3,1003.5,13.3,248,14.0,0.338,0
26.7,88,0,0,0,1003.5,10.1,243,11.1,0.338,0
28.9,73,0,22,10,1004.2,18.4,209,12.1,0.338,0
29.7,70,38,23,27,1004.5,23.0,220,13.9,0.338,0
30.1,70,70,15,19,1004.4,36.4,224,15.1,0.338,0
30.9,69,89,18,14,1004.2,36.0,234,13.5,0.338,0
30.9,71,100,17,100,1003.5,36.7,222,14.7,0.338,1
27.4,85,100,25,96,1003.3,35.6,185,18.2,0.338,1
27.4,84,100,45,8,1001.9,34.6,140,12.4,0.338,1
28.9,78,100,66,11,1001.3,22.7,218,15.2,0.338,1
29.4,75,100,20,6,1001.1,26.6,215,14.5,0.338,0
27.8,81,100,29,17,1001.3,31.7,204,24.9,0.338,0
27.6,82,100,28,8,1001.8,31.7,213,21.3,0.338,0
27.7,80,99,66,4,1002.9,20.9,223,18.5,0.338,0
26.8,90,100,23,6,1003.3,18.4,203,17.6,0.338,0
26.9,89,99,100,0,1004.0,17.6,204,15.3,0.338,0
27.0,88,100,84,0,1004.5,24.8,203,15.5,0.338,1
26.9,90,100,69,1,1004.6,15.1,209,16.7,0.338,0
26.5,92,100,99,1,1004.3,15.1,224,17.7,0.338,1
26.1,95,100,100,0,1003.7,18.7,215,20.7,0.338,1
26.2,93,100,100,0,1003.2,27.0,214,17.8,0.338,1
25.9,95,100,100,0,1002.8,26.3,212,21.7,0.338,1
26.1,93,100,75,3,1002.6,20.2,195,18.0,0.338,1
26.1,92,100,100,7,1002.7,15.8,204,16.5,0.338,0
26.2,90,100,98,0,1002.9,14.8,207,15.8,0.338,0
26.5,89,100,69,5,1003.2,13.3,191,13.0,0.338,0
26.9,91,100,100,0,1004.2,11.5,227,14.4,0.338,0
27.4,85,100,100,0,1004.1,17.3,209,13.2,0.338,0
28.2,79,100,100,6,1004.3,23.0,209,14.6,0.338,0
28.5,77,21,70,5,1004.3,27.7,219,17.8,0.338,0
29.6,74,93,19,20,1003.8,40.0,226,16.2,0.338,0
30.5,72,98,92,32,1003.0,40.3,223,14.6,0.338,0
28.2,78,100,43,60,1002.2,45.0,215,23.5,0.338,1
26.9,86,100,100,11,1001.5,45.4,223,24.4,0.338,1
27.4,84,100,72,9,1001.2,33.5,213,15.5,0.338,1
27.6,86,100,94,6,1001.1,25.6,196,16.6,0.338,1
27.6,84,100,38,8,1001.7,25.6,196,17.4,0.338,0
27.4,84,100,100,6,1002.9,22.0,198,18.7,0.338,0
27.0,89,100,100,0,1003.2,23.8,205,24.0,0.338,0
27.0,84,100,100,0,1004.2,28.1,218,26.3,0.338,0
26.6,83,100,100,0,1004.8,27.4,221,21.7,0.338,0
26.2,86,100,100,4,1005.3,22.0,230,15.2,0.338,0
26.1,88,100,97,0,1004.7,13.7,218,15.6,0.338,0
26.3,89,100,100,2,1004.3,15.1,223,16.3,0.338,0
26.3,89,100,5,3,1003.8,16.2,224,16.4,0.338,0
26.0,91,100,100,0,1003.0,14.8,217,14.4,0.338,1
25.6,95,100,13,2,1002.9,13.0,211,15.2,0.338,1
25.7,95,100,100,1,1003.0,11.2,220,14.4,0.338,1
26.0,93,100,100,1,1003.6,11.5,198,15.3,0.338,0
26.4,91,100,100,3,1004.2,16.2,206,18.1,0.338,0
26.4,85,100,43,0,1004.6,18.4,220,16.8,0.338,0
27.2,83,100,45,0,1005.2,19.8,203,15.2,0.338,0
28.2,79,100,35,2,1005.6,24.8,211,15.2,0.338,0
29.0,76,100,69,18,1005.3,30.2,219,18.6,0.338,0
29.4,77,100,100,9,1005.0,47.9,212,19.0,0.338,1
29.0,77,100,98,27,1003.9,45.4,217,19.3,0.338,1
29.6,74,100,100,16,1003.0,42.1,226,22.1,0.338,0
28.4,81,100,89,9,1002.5,34.9,206,19.2,0.338,0
28.3,82,100,78,8,1002.2,31.3,217,21.2,0.338,0
27.8,85,100,40,1,1002.2,30.6,213,19.2,0.338,1
27.1,88,100,100,0,1002.9,23.8,209,16.4,0.338,1
26.9,88,100,58,0,1003.4,18.0,211,18.4,0.338,1
27.1,93,100,89,26,1004.8,9.7,223,12.6,0.338,0
26.5,90,100,59,11,1005.1,24.5,151,9.8,0.338,1
26.8,90,100,100,1,1005.5,7.2,231,13.9,0.338,0
26.8,91,100,100,16,1005.7,16.6,265,19.2,0.338,0
26.1,89,100,71,5,1004.8,22.0,256,22.6,0.338,0
25.8,87,100,7,1,1004.0,23.4,249,22.1,0.338,0
25.5,87,100,4,3,1003.4,21.6,250,20.3,0.338,0
25.5,89,100,21,0,1003.0,19.4,241,16.9,0.338,0
25.6,91,100,5,0,1002.6,16.6,229,16.3,0.338,1
25.7,91,100,11,0,1003.1,13.3,224,16.7,0.338,1
25.9,90,100,4,0,1002.9,18.0,213,19.8,0.338,1
26.2,89,100,8,0,1003.2,24.8,223,24.0,0.338,1
26.5,89,100,100,4,1004.4,24.5,229,20.0,0.338,1
26.7,91,100,100,1,1004.7,21.6,236,15.3,0.338,1
26.6,93,100,99,0,1004.9,15.8,225,14.9,0.338,1
27.4,88,100,61,7,1004.5,22.7,214,18.4,0.338,1
27.1,88,100,17,19,1004.1,24.5,214,19.3,0.338,1
27.9,82,100,7,15,1003.3,25.9,220,18.6,0.338,0
28.7,77,100,5,11,1002.2,31.7,216,18.3,0.338,1
29.0,76,100,7,19,1001.7,30.2,230,19.8,0.338,0
29.4,75,100,3,2,1001.3,41.8,238,20.7,0.338,1
28.9,77,100,0,0,1000.7,27.7,242,23.2,0.338,1
28.0,80,100,2,0,1000.8,28.8,235,24.3,0.338,1
27.3,83,100,8,2,1001.3,26.6,237,22.5,0.338,1
27.0,91,100,38,5,1002.3,11.9,234,12.9,0.338,1
26.5,95,100,53,19,1002.9,15.5,238,17.6,0.338,1
26.5,94,100,100,16,1003.4,20.9,220,18.1,0.338,1
26.3,91,100,22,13,1003.7,18.4,213,20.7,0.338,0
26.5,89,100,3,7,1003.3,25.2,209,25.0,0.338,0
26.6,87,100,23,4,1002.7,27.0,212,25.8,0.338,0
26.5,86,100,29,1,1001.7,31.0,217,27.5,0.338,1
26.4,86,100,26,2,1001.2,31.0,216,26.8,0.338,0
26.5,86,100,26,10,1001.3,32.0,207,27.9,0.338,1
26.5,88,100,18,4,1001.3,31.7,206,26.2,0.338,1
26.6,86,100,16,9,1001.2,31.3,210,27.8,0.338,0
26.9,84,100,25,5,1001.3,31.7,211,27.2,0.338,0
27.0,91,100,0,1,1002.3,11.9,207,12.3,0.338,1
28.0,87,100,4,12,1002.7,29.9,196,14.4,0.338,1
28.3,81,100,20,13,1002.9,37.1,205,19.1,0.338,1
28.4,76,100,10,18,1003.0,43.9,212,22.7,0.338,1
28.5,80,100,3,8,1002.6,45.7,216,20.4,0.338,1
29.3,77,100,6,12,1001.6,49.3,219,19.7,0.338,1
29.4,76,100,8,14,1000.7,49.0,227,19.6,0.338,0
29.0,78,100,23,12,1000.4,42.8,217,19.1,0.338,0
30.0,71,100,10,8,999.7,44.6,223,21.5,0.338,0
29.4,75,100,14,13,1000.2,44.3,220,19.3,0.338,0
28.9,76,99,15,14,1000.7,28.1,211,23.8,0.338,0
28.0,81,100,26,26,1001.4,29.2,208,24.0,0.338,0
27.5,87,100,6,5,1002.3,15.5,203,17.6,0.338,0
27.4,87,100,10,4,1003.0,15.8,208,18.7,0.338,0
27.4,86,100,42,5,1003.8,17.6,207,19.9,0.338,0
27.5,83,100,33,1,1004.2,20.9,201,21.8,0.338,0
27.5,83,100,16,3,1004.4,21.2,204,21.2,0.338,0
27.3,83,100,46,1,1004.2,21.6,203,21.3,0.338,0
27.3,83,100,19,3,1003.5,25.9,205,23.5,0.338,0
27.1,83,100,13,4,1003.0,25.2,205,22.6,0.338,0
27.1,83,100,26,3,1002.6,24.1,205,23.1,0.338,0
27.2,83,100,30,12,1002.9,25.2,206,23.1,0.338,0
27.2,84,100,18,9,1003.6,24.5,201,21.5,0.338,0
27.5,84,100,12,2,1003.9,24.1,201,22.4,0.338,0
28.4,80,100,11,2,1004.9,24.1,190,20.5,0.338,0
28.6,79,24,11,7,1005.4,25.6,188,15.8,0.338,0
30.0,73,100,14,14,1005.4,38.2,205,18.4,0.338,1
30.1,72,100,6,16,1005.4,34.6,208,21.7,0.338,0
29.4,76,100,11,11,1005.0,35.3,210,19.0,0.338,0
29.8,74,100,6,10,1004.2,29.9,215,19.9,0.338,0
30.7,69,100,12,9,1003.1,29.5,224,18.6,0.338,0
31.2,65,100,39,3,1002.6,27.4,221,18.7,0.338,0
30.9,69,100,10,2,1002.1,26.6,219,15.8,0.338,0
30.5,72,100,11,3,1002.2,20.9,219,15.1,0.338,0
29.9,76,100,6,1,1002.6,18.7,216,15.8,0.338,0
28.8,80,100,8,2,1003.3,16.9,199,18.0,0.338,0
29.0,77,100,18,3,1004.7,16.2,213,19.8,0.338,0
28.5,78,100,5,0,1005.3,19.8,222,22.0,0.338,0
